ProgramName,CollegeName,Level,QsWorldRanking
Bachelor of Science in Mathematics (Pure Mathematics),The University of Texas at Arlington,Undergraduate,
Bachelor of Science in Mathematics (Statistics),The University of Texas at Arlington,Undergraduate,
Bachelor of Science in Mathematics with Secondary Teacher Certification,The University of Texas at Arlington,Undergraduate-Certificate,
Bachelor of Science in Mechanical Engineering,The University of Texas at Arlington,Undergraduate,
Bachelor of Science in Medical Laboratory Science,The University of Texas at Arlington,Undergraduate,
Bachelor of Science in Microbiology,The University of Texas at Arlington,Undergraduate,
Bachelor of Arts in Music,The University of Texas at Arlington,Undergraduate,
Bachelor of Music,The University of Texas at Arlington,Undergraduate,
Bachelor of Arts in Music Industry Studies,The University of Texas at Arlington,Undergraduate,
Bachelor of Science in Nursing,The University of Texas at Arlington,Undergraduate,
Bachelor of Business Administration in Operations and Supply Chain Management,The University of Texas at Arlington,Undergraduate,
Bachelor of Arts in Philosophy,The University of Texas at Arlington,Undergraduate,
Bachelor of Arts in Physics,The University of Texas at Arlington,Undergraduate,
Bachelor of Science in Physics,The University of Texas at Arlington,Undergraduate,
Bachelor of Science in Physics with Engineering Emphasis,The University of Texas at Arlington,Associate,
Bachelor of Science in Physics with Medical School Preparation,The University of Texas at Arlington,Undergraduate,
Bachelor of Science in Physics with Physical Science Teacher Certification,The University of Texas at Arlington,Undergraduate-Certificate,
Bachelor of Science in Physics with Physics/Mathematics Teacher Certification,The University of Texas at Arlington,Undergraduate-Certificate,
Bachelor of Arts in Political Science,The University of Texas at Arlington,Undergraduate,
Bachelor of Arts in Psychology,The University of Texas at Arlington,Undergraduate,
Bachelor of Science in Psychology,The University of Texas at Arlington,Undergraduate,
Bachelor of Science in Public Health,The University of Texas at Arlington,Undergraduate,
Bachelor of Business Administration in Real Estate,The University of Texas at Arlington,Undergraduate,
Bachelor of Social Work,The University of Texas at Arlington,Undergraduate,
Bachelor of Arts in Sociology,The University of Texas at Arlington,Undergraduate,
Bachelor of Science in Software Engineering,The University of Texas at Arlington,Undergraduate,
Bachelor of Arts in Spanish,The University of Texas at Arlington,Undergraduate,
Bachelor of Science in University Studies,The University of Texas at Arlington,Undergraduate,
Minor in Accounting,The University of Texas at Arlington,Undergraduate,
Minor in Anthropology,The University of Texas at Arlington,Undergraduate,
Minor in Art History,The University of Texas at Arlington,Undergraduate,
Minor in Astronomy,The University of Texas at Arlington,Associate,
Minor in Astrophysics,The University of Texas at Arlington,Associate,
Minor in Biochemistry,The University of Texas at Arlington,Undergraduate,
Minor in Biology,The University of Texas at Arlington,Undergraduate,
Minor in Business Administration,The University of Texas at Arlington,Undergraduate,
Minor in Business Analytics,The University of Texas at Arlington,Undergraduate,
Minor in Chemistry,The University of Texas at Arlington,Undergraduate,
Minor in Data Science,The University of Texas at Arlington,Undergraduate,
Minor in Diversity Studies,The University of Texas at Arlington,Undergraduate,
Minor in Economics,The University of Texas at Arlington,Undergraduate,
Minor in Geology,The University of Texas at Arlington,Undergraduate,
Minor in Information Systems,The University of Texas at Arlington,Undergraduate,
Minor in Interdisciplinary Leadership,The University of Texas at Arlington,Undergraduate,
Minor in Mathematics,The University of Texas at Arlington,Undergraduate,
Minor in Nuclear Engineering,The University of Texas at Arlington,Undergraduate,
Minor in Physics,The University of Texas at Arlington,Undergraduate,
Minor in Psychology,The University of Texas at Arlington,Undergraduate,
Minor in Social Work,The University of Texas at Arlington,Undergraduate,
Minor in Sustainable Engineering,The University of Texas at Arlington,Undergraduate,
Graduate Certificate in Academic Advising,Indiana University,Graduate-Certificate,
Master of Business Administration in Accounting,Indiana University,Graduate,
Master of Business Administration in Accounting - Financial Analysis,Indiana University,Graduate,
Master of Science in Accounting with Data and Analytics,Indiana University,Graduate,
Doctor of Philosophy in Addiction Neuroscience,Indiana University,Doctoral,
Master of Science in Education in Addictions Counseling,Indiana University,Graduate,
Post-Master's Certificate in Nursing in Adult Gerontology Acute Care Nurse Practitioner,Indiana University,Graduate-Certificate,
Post-Master's Certificate in Nursing in Adult Gerontology Primary Care Nurse Practitioner,Indiana University,Graduate-Certificate,
Doctor of Philosophy in Advanced Materials and Manufacturing,Indiana University,Doctoral,
Doctor of Philosophy in Aerospace Engineering,Indiana University,Doctoral,
Doctor of Philosophy in African American Studies,Indiana University,Doctoral,
Doctor of Philosophy in Anatomy,Indiana University,Doctoral,
"Master of Science in Anatomy, Cell Biology and Physiology",Indiana University,Graduate,
Master of Science in Anesthesia,Indiana University,Graduate,
Doctor of Philosophy in Anthropology,Indiana University,Doctoral,
Master of Arts in Anthropology,Indiana University,Graduate,
Master of Arts in Applied Communication,Indiana University,Graduate,
Doctor of Philosophy in Applied Earth Sciences,Indiana University,Doctoral,
Doctor of Education in Curriculum and Instruction (Residential or Online) in Art Education,Indiana University,Graduate,
Doctor of Philosophy in Curriculum and Instruction in Art Education,Indiana University,Graduate,
Master in Art Therapy,Indiana University,Graduate,
Doctoral in Arts Education,Indiana University,Doctoral,
Certificate in Arts Management and Leadership,Indiana University,Graduate-Certificate,
Master of Science in Biochemistry and Molecular Biology,Indiana University,Graduate,
Doctor of Philosophy in Biology,Indiana University,Doctoral,
Master of Science in Biology,Indiana University,Graduate,
Master of Science in Biostatistics,Indiana University,Graduate,
Doctoral in Business,Indiana University,Doctoral,
Master of Science in Business Administration,Indiana University,Graduate,
Doctor of Philosophy in Cancer Biology,Indiana University,Doctoral,
Doctor of Philosophy in Cellular Physiology and Molecular Biophysics,Indiana University,Doctoral,
Doctor of Philosophy in Central Eurasian Studies,Indiana University,Doctoral,
Doctor of Philosophy in Chemistry,Indiana University,Doctoral,
Doctor of Philosophy in Chemistry & Chemical Biology,Indiana University,Doctoral,
Doctor of Philosophy in Civil Engineering,Indiana University,Doctoral,
Doctor of Philosophy in Clinical Psychology,Indiana University,Doctoral,
Doctoral in Communications,Indiana University,Doctoral,
Master of Science in Mathematics,Indiana University,Graduate,
Doctoral in Computer and Information Sciences,Indiana University,Doctoral,
Doctoral in Computer Science,Indiana University,Doctoral,
Master in Counseling and Counselor Education,Indiana University,Graduate,
Doctoral in Counseling Psychology,Indiana University,Doctoral,
Certificate in Creative Writing,Indiana University,Graduate-Certificate,
Master in Creative Writing and Literature,Indiana University,Graduate,
Certificate in Crime Mapping and Analysis,Indiana University,Graduate-Certificate,
Doctoral in Criminal Justice,Indiana University,Doctoral,
Doctor of Education (Residential or Online) in Curriculum and Instruction  -  Specialization in Art Education,Indiana University,Graduate,
Doctor of Philosophy in Curriculum and Instruction  -  Specialization in Art Education,Indiana University,Graduate,
Doctor of Education (Online) in Curriculum and Instruction  -  Specialization in Mathematics Education,Indiana University,Graduate,
Doctor of Philosophy in Curriculum and Instruction  -  Specialization in Mathematics Education,Indiana University,Graduate,
Doctor of Education (Residential or Online) in Curriculum and Instruction  -  Specialization in Science Education,Indiana University,Graduate,
Doctor of Philosophy in Curriculum and Instruction  -  Specialization in Science Education,Indiana University,Graduate,
Master in Cybersecurity,Indiana University,Graduate,
Master of Science (Online) in Data Analytics and Program Evaluation,Indiana University,Graduate,
Master in Data Science,Indiana University,Graduate,
Master in Dentistry,Indiana University,Graduate,
Master in Digital Media Design,Indiana University,Graduate,
Doctoral in Early Childhood Education,Indiana University,Doctoral,
Doctor of Philosophy in Earth Sciences,Indiana University,Doctoral,
Certificate in Economic and Demographic Data Analysis,Indiana University,Graduate-Certificate,
